Statement,Rating
"Rebelasyon ni Telly Babasa | Bawat suntok ni FPJ na tatama, may bayad na 5K! Alamin ang buhay ngayon ni Telly Babasa",Fake
"75-anyos na OPM Rock Legend Mike Hanopol, Viral matapos maningil ng talent fee kay People's Champ Manny Pacquiao!",Fake
“CONFIRM! PBBM PUPUNTA NG BELGIUM PARA MAKUHA ANG $987 BILYON NA YAMAN NI FEM PARA SA MGA PILIPINO !”,Fake
" Netizen, humihingi ng tulong para sa isang matandang Ice Drop vendor",Fake
 Tuesday Vargas sa pagtitinda ng kung ano-ano: “Marangal na kabuhayan ang pagbebenta at hindi ko ito ikinahihiya!”,Fake
"Babaeng rider na walang helmet, walang lisensya at walang facemask nakipagmatigasan, huling-huli na sumagot-sagot pa! ",Fake
"Anak ng kubrador ng jueteng, nagtapos na magna cum laude; tinanghal na Overall Top 1 at class Valedictorian sa 7 campuses ng Arellano University",Fake
" Lalaki, hindi nakapagpigil matapos makita ang kasintahang nakilala online na mukhang Diyosa sa mga larawan",Fake
"Babaeng kumuha ng buong tray ng itlog, nagsalita na: ""Hindi namin sinarili yun""",Fake
"'May pinag aralan, asal kanto naman!' Pasaring ni Ruffa sa mga nag-aral sa elite universities pero walang manners",Fake
"“Pagkakataon na namin ito na magpasalamat ulit sa inyong lahat sa suportang ibinigay ninyo at hindi pangkaraniwan na suporta. Ito ang pinakamalaking boto na nakuha ng kahit sinong kandidato sa buong kasaysayan ng Pilipinas.”

Source: Radio Television Malacañang – RTVM, Meeting with the Filipino Community, Nov. 13, 2022, watch from 56:48 to 56:55",Fake
"Batang nakiusap na mayakap ang amang nasa loob ng piitan, pinagbigyan ni mamang pulis!",Fake
"Donnalyn Bartolome, matapang na isiniwalat ang totoong pakay umano ng isang youtuber sa mga mahihirap ",Fake
"Finnish national na may mala-dyosang kagandahan, na-inlove sa isang Pinoy bartender",Fake
"Babae, binebenta ang kanyang Bahay, kasama na ang kanyang sarili at ang dalawang anak",Fake
"“UP Diliman student, Ferdinand Marcos took the 1939 bar exam and his unofficial grade was almost 98%. This was the highest score ever in history of Philippine bar exams  at that time so he was apparently called to appear before the Supreme Court for an oral re-examination after which his official grade was released as 92.35%.”",Fake
Kumakayod na Food delivery rider nawalan ng malay sa daan dahil sa labis na gutom at uhaw,Fake
"“Tulad ng aming ipinangako, naabot na natin ang target na 70 million fully vaccinated individuals. Nagpapasalamat ang NTF sa lahat ng ating health workers, volunteers, at mga kababayang nagtulong-tulong para mas marami tayong mabakunahan at maprotektahan laban sa COVID-19.
",Fake
Musical conductor noon food delivery service rider ngayon dahil sa pandemya,Fake
"Aplikanteng minura ang taong muntik nya masagasaan, laking sisi nang makaharap nya ulit ito dahil sya pala ang interviewer sa trabahong inaplayan nya",Fake
"Sharon Cuneta, nilait ng mga Koreans matapos umabot sa isang Korean website ang kanyang viral vlog",Fake
"Matandang may kapansanan na gumagawa ng basahan, dinagsa ng tulong matapos i-cancel ng customer ang order",Fake
"Andrea Brillantes, nag 'Baby Talk' habang bumibili sa tindahan. Pabebeng pananalita ng aktres inalmahan ng mga netizens. ",Fake
 Mister sumama sa ibang babae at tuluyang iniwan ang asawa at tatlong anak,Fake
Siya pala ang napakagwapong apo ni Willie Revillame at isa sa tagapagmana ng kanyang kayamanan,Fake
Ama binilhan ng bike ang anak mula sa mga inipong barya na tag 10 piso,Fake
"Dustin Backpacks vlogger nagpagawa ng mga palikuran, tahanan para sa ilang Cebuanos bilang pasasalamat",Fake
"PWD na tindero ng prutas, labis na nanlumo matapos mabayaran ng pekeng P1,000",Fake
“KRIS AQUINO NAG COLLAPSE SA LAMAY NI JOVIT BALDIVINO! PUMANAW NA ! ACTUAL FULL VIDEO NAKUHA SA LAMAY ! Thank  For Watching.”,Fake
" Vice Ganda pumalag sa 'pausong' balita ng TV5 tungkol sa kanila nila ni Marian Rivera: Kadiri, Super yuck!",Fake
Heartwarming: McDonald’s cashier pays order of woman and kids after finding out she left her purse,Fake
" PWD na nagtapos bilang cum laude, ibinahagi ang kanyang mga pinagdaanan: “Sinasabi nila, ‘Bakit pa ako nag-aral?’”",Fake
'Myth' at 'Urban Legend' lamang! Eraserheads frontman' Ely Buendia Reveals 'Spoliarium' Story! ,Fake
"“Ano po ba ‘yung mga kinakain ng mga astronauts sent to the orbit? Kasi po kaya ko tinatanong ‘yon, they are in orbit, they spend days, even months, without cooking their food kasi po hindi naman sila pwedeng magluto doon sa kanilang spaceship. Tama po ba?”

Source: Commission on Appointments Official Youtube Channel, CA COMMITTEE MEETINGS ON DOE, DOST, DOTR, DFA, CAUCUS & PLENARY SESSION , Dec. 7, 2022, watch from 2:33:08 to 2:33:35",Fake
"Pinay, viral matapos ipakita ang mahigit 200 na medalyang natanggap mula sa eskwela.",Fake
"Mensahe ng isang Guro, pumukaw sa responsibilidad na dapat magampanan ng mga magulang sa kanilang mga anak",Fake
"Netizen, ibinahagi ang mga dahilan kung bakit mas magandang nakabukod ng bahay ang mag-asawa",Fake
Foreigner naglalako nalang matapos 'mabankcrupt'; Humihingi ng tulong makabalik sa England,Fake
" Mister, gusto ng divorce sa 16 years na pagsasama nila ni misis matapos madiskubreng hindi siya ang ama ng kanilang tatlong anak",Fake
"Donnalyn nag birthday sa kalsada, ilang personalidad dumalo sa kontrobersyal na ""Kanto Birthday"".",Fake
"Isang pirasong isda na bigay ng kapitbahay, pilit na pinagkakasya ng pamilyang may anim na anak!",Fake
" Japanese reporter, nagulat at nalula sa dami ng gold bars ni Chavit Singson",Fake
"Masungit na inahing Baka, napaiyak matapos tulungang maisilang ang kanyang una't huling anak.",Fake
"Orihinal na Body Language star na si Pia Moran, binahagi ang nangyari sa kanyang buhay at kung bakit siya nawala ng matagal",Fake
"17-anyos na dalaga, todo kayod para sa pangarap niyang bahay para sa kanilang mag-ama.",Fake
"Emosyonal na pagtatagpo ni Gloria Romero at ng kaniyang 100 taong gulang na guro, nagpaluha sa mga netizens.",Fake
"Lolong Tindero na Labis ang Iyak ng Mabiktima ng Pekeng Pera, Tinulungan ng Mabait na Pulis!",Fake
" Cum Laude, inalay ang tagumpay sa amang PWD na nangangalakal",Fake
"Ama, nilakad ang Bulacan papuntang Bicol para makasama ang anak, ngunit hindi na niya ito nadatnang buhay",Fake
"Open letter ng dalagang may 'Quarter Life Crisis', dumurog sa puso ng marami",Fake
"Estudyante sa Cebu, nanalo ng halagang ₱1-milyong BTC matapos bumili sa isang fastfood chain",Fake
"Netizen, ibinahagi ang nakakaantig na pangarap ng batang palaboy: “Pag ako naging mayaman, TUTULUNGAN KO LAHAT NG MAHIRAP”",Fake
Magkakapitbahay nagbayanihan magtayo ng online classroom sa tuktok ng bundok para sa kanilang mga anak,Fake
"Presyo ng turon at iba pang mga pagkain sa isang sikat na Isla, kinawindang ng mga netizens ",Fake
"Ina, hindi natiis ang anak na nahihirapan sa trabaho, tinulungang magligpit ng lamesa sa isang fastfood",Fake
Ahensya ng Shopee inereklamo ng mga delivery riders dahil sa delayed na pasahod sa kanila,Fake
"Kahanga-hanga itong grupo ng kabataan na nakapulot ng pitaka, imbis na masilaw sa malaking halaga ay ibinalik ito sa may-ari.",Fake
"Isang matanda na hindi marunong bumasa at sumulat, huminging ng tulong sa mga tambay “Pang Redhorse lang” sinulat sa sobre",Fake
“KAKAPASOK LANG  GOODNEWS PBBM BIGLAANG UTOS MARCOLETA BlNlGYAN ng POSlSYON   D.A SECRETARY DlLAWAN IYAK .”,Fake
"Bride na maraming ""flaws"" nagdemand ng sobrang makinis pero ""natural finish"" lang na make-up: ""Hindi kami plastic surgeon""",Fake
"""Pahalagahan niyo ang kahit ano mang pinapadala, dahil di niyo alam ang hirap para lang KUMITA,” paalala ng isang OFW",Fake
"Hindi ka sisikat! Eric ""Eruption"" Tai, ibinahagi ang istorya at kung papaano siya tinanggal sa It's Showtime.",Fake
"Demanding na ina, ayaw tanggapin ang mumurahin na gatas para sa anak, gusto ay mamahalin",Fake
"Konduktor, nagsikap para makapagtapos ang kasintahan",Fake
"Patapos na ang 2021, handa ka na bang tumanggap o magbigay ng kapatawaran?",Fake
Mag-asawang sekyu ganap ng mga lisensyadong Guro matapos pumasa sa ika-anim na kuha sa exam,Fake
"Pasaring umano ni Lian Paz sa Ex na si Paolo Contis, viral! ""Do not be ashamed to pray because you are a sinner.""",Fake
Alamin ang buhay ngayon ng dating T.G.I.S actor na si Dino Guevarra,Fake
"Netizen to Robin Padilla: ""Yes, Hindi ko binoto Ang taong to at ngayon NAGSISISI ako kung bakit Hindi ko sya binoto!""",Fake
" Rider, nag-viral matapos i-deliver ang parcel sa babaeng manganganak na",Fake
Matandang Tita? Lolit Solis nagtataka kung bakit hindi na matakpan ng make up ang edad ni Bea Alonzo,Fake
"“This is a historic moment for us all. I feel it deep within me. You, the people, have spoken, and it is resounding. When my call for unity started to resonate with you, it did so because it echoed your yearnings, mirrored your sentiments, and expressed your hopes for family, for country, and for a better future. That is why it reverberated and amplified as it did, to deliver the biggest electoral mandate in the history of Philippine democracy.”
Source: Presidential Communications Operations Office, Speech of President Ferdinand “Bongbong” Romualdez Marcos Jr. during his Inauguration , June 30, 2022, watch from 2:24 to 3:01",Fake
"CELLPHONE sa bulsa ni Archie Alemania sa pelikulang HENERAL LUNA, usap-usapan sa social media",Fake
" Piolo Pascual, hinamon ng suntukan ang netizen na tumawag sa kanila ng kanyang anak na “mag-amang bakla”",Fake
"Isang lalaking customer sa drive thru ng fast food, pinaulanan ng mura ang babaeng manager: Mystery shopper daw",Fake
"“‘Yung aking pangarap na sinabi na nung bago akong upo na sana mapababa natin ang presyo ng bigas ng P20; hindi pa tayo umaabot doon, dahan-dahan, palapit. Nasa P25 na lang tayo, kaunti na lang maibababa natin ‘yan.”

Source: RTVMalacanang, Kadiwa ng Pangulo in Pili, Camarines Sur , March 16, 2023, watch from 2:28 – 2:49",Fake
"Isang ina, nagbabala matapos ang nangyari sa kanyang anak sa escalator ng mall",Fake
"11-anyos na estudyante, matagumpay na naisoli ang napulot na 102,450 daan libong piso sa may-ari nito.",Fake
"Melai may Babala sa Basher na Tinawag ang Anak nya na 'Pangit': ""Humanda Ka. Papahanap Kita, Dedemanda Kita.""",Fake
"“Even the international community made a strong stance against the Communist Party of the Philippines as a foreign terrorist organization. That’s the funny part. We are here in the Philippines is telling  that the CPP-NPA is not a terrorist organization while, in fact, the other organization, the international community, has already made a strong statement, and even position, that they are  a terrorist group.”
Source: ANC 24/7 Official Youtube Channel, NTF-ELCAC reacts as court junks case vs CPP-NPA | ANC, Sept. 22, 2022, watch from 1:05 to 1:43",Fake
"Parang eksena sa pelikula, Pinoy nursing student sinagip ang kapwa pasahero sa sakay nilang eroplano ",Fake
Sobrang yaman sa gas ng bansang ito ngunit bakit mahirap pa rin sila? Alamin kung bakit,Fake
Isang Pinay naging personal chef at kaibigan ng hollywood star na si Drew Barrymore,Fake
"Then and Now! Jerry Yan aka 'Dao Ming Si', After 21 Years, Mala-Bampira, Walang Pinagbago!",Fake
"Netizen, ikinagalit ang ginawang pagtulong ng MMDA traffic enforcer sa taxi driver na naflatan ng gulong",Fake
"Nang dahil sa pagsilip sa bintana, isang netizen ang humihingi ng tulong dahil sa pagbabanta ng kapitbahay nito sa kanilang pamilya.",Fake
" ""Gusto kong maglaho nalang!"" Panganay na anak, naglabas ng saloobin sa bigat ng obligasyon sa pamliya",Fake
"Katotohanan sa likod ng madalas na pagka-late at pag-iyak ng bata sa klase, dumurog sa puso ng marami",Fake
"Nang dahil sa pananampalataya, Isang bata nakaligtas sa kamandag ng DIKYA!",Fake
"Isang ina, tinuruan ng leksyon ang babaeng sumita sa pag-eenglish ng anak niya",Fake
"Misis na kinutuban, Asawa ay sinundan. Number 2 at Mister, huling huli tuloy sa kanilang mismong sasakyan.",Fake
"James Reid, napilitan daw huminto sa pag-aaral dahil sa sobrang kagwapuhan?",Fake
"Dahil ayaw pumayag ni GF na ipalaglag ang ipinagbubuntis, BF nito nakipaghiwalay",Fake
" Reaksyon ng isang Japanese Youtuber sa ‘Voltes V: Legacy’ ng GMA, viral",Fake
"Amang nag-barter ng manok kapalit ng gadget para sa online class ng anak, na-scam",Fake
"GF, ibinahagi kung ba’t nag-decide sila ng BF nya mag-open ng joint bank account kahit magkasintahan pa lang",Fake
"Kahanga-hanga! Isang Grade 10 Sudent, May-ari na ng Sariling Negosyo!",Fake
"Babaeng hindi agad nakabayad sa inutang na underwear sa halagang Php800, ipina-tarpaulin; may kasama pang interes kada araw",Fake
"“KAKAPASOK LANG TAGUMPAY! BIGLAANG UTOS! PRES MARCOS NAIA PAPALITAN NA SAWAKAS! DlLAWAN NGA-NGA NA!
”",Fake
"Osang sa paghingi ng tawad kay Lorna: ""Niyakap ko siya, naiyak talaga ako!""",Fake
"Babaeng pinagtaksilan ng yumaong ex-BF,  tatanggap ng P1M insurance money ng ex-BF na nakalimutan syang palitan bilang beneficiary bago ito sumakabilang buhay",Fake
 Hinaing ng isang amang napilitang mamalimos sa kalsada matapos abandonahin ng mga anak,Fake
“SHOCKING! PBBM VPSARA UMAKSYON na BANTAG NABULAGA IBABALIK sa PWESTO  MOTION FOR RECONSIDERATION DOJ.”,Fake
"Mga Kababayan! Kilalanin at Alalahanin natin ang Nag-iisang Master Rapper, Francis M.!",Fake
"Nakakaantig na pagtulong sa isang PWD na nawalan na ng pag-asa sa buhay, pinusuan ng libo-libong netizens.",Fake
"Isang ina ang nanghingi ng mamahaling gatas online, ayaw tumanggap ng mumurahin",Fake
"Alex Gonzaga, may sagot sa ""artistang matanda"": ""She’s painting me as the bad guy""",Fake
"Ang lihim ni Eddie Fernandez alyas ""LAGALAG"", alamin ang totoong nangyari sa kanyang buhay",Fake
"Willie Revillame, nag-unbox ng helicopter bilang regalo sa kanyang sarili",Fake
" Direktor Darryl Yap, kakasuhan pa rin ang netizen kahit na nag-sorry na ito",Fake
,Fake
" Imahen ng mga santo, himalang nakaligtas sa bahay na halos maabo na sa sunog",Fake
Sulat kamay ng isang estudyante kinabiliban sa buong mundo dahil sa pambihirang estilo nito,Fake
Panalangin para sa kanyang agarang paggaling! Yan ang tanging hiling ni Ate Gay at ng kanyang pamilya.,Fake
"Isang Fishball Vendor, ilang taong nag-iipon at ngayo'y nakapagpatayo na ng kanyang sariling bahay",Fake
" Netizen, nagulat sa presyo ng isang cup ng kanin na 75 pesos sa isang restaurant sa Baguio City",Fake
,Fake
"Biniling balut ng isang OFW, viral online matapos masiglang sisiw na pagdating sa Kuwait",Fake
"Daang abot tuhod ang putik, matagal ng reklamo at dinadaing ng mga nasa malalayong probinsiya ng Mindanao",Fake
"Mag-Amang inipon lahat ng padala ng asawang OFW, nakapagpagawa ng bahay at nakapundar ng sasakyan",Fake
"Tindera ng Pandesal, bentang benta sa mga suki niya dahil agaw pansin ang kanyang husay sa pagkanta.",Fake
 Batang nag ngat-ngat nalang ng karton dahil sa sobrang gutom; Tinulungan ng isang motorista,Fake
"1 buwang gulang na sanggol, nirespondehan matapos kumalat ang litrato nitong mag isang natutulog sa imburnal sa ilalim ng tulay.",Fake
"Lalaking ‘nagsasarili’ sa loob ng bus, inireklamo ng katabing babae; dinakip ng operatiba ng IACT at mga pulis",Fake
" Mayor binanatan si Nas Daily: ""He was so arrogant. Not exactly a role model for the young people""",Fake
"83 taong gulang na lola, humingi ng P5 sa isang Grab rider pambili ng kanyang almusal",Fake
"Netizen, humihingi ng tulong para sa sanggol na ""Am"" o sabaw ng bigas lamang ang iniinom",Fake
" Panawagan ng tulong para sa matandang nagtitinda sa lansangan, inulan ng pagtugon mula sa mga netizens",Fake
Kwento ng isang Housekeeper na pursigidong maka-ipon muli matapos sirain ng bagyo ang ipinapatayong dream house.,Fake
"Valerie Concepcion, inalala ang kanyang pagiging batang ina sa edad na 16 taon gulang.",Fake
Ber months na! Ready na ba ang improvised tambourine na gawa sa tansan?,Fake
" Proud anak ng Kasambahay at Brgy. Tanod, nagtapos sa kolehiyo bilang Cum Laude",Fake
Sila Pala Ang Pinakamayamang Pulubi Na May Milyones Na Pera - Nakakabilib Ang Kanilang Diskarte,Fake
"OFW naglabas ng sama ng loob sa mga taong hindi marunong mag-appreciate ng ""Pasalubong""",Fake
"Mga magulang ng isang taong gulang na bata, nagdesisyon ng i-donate ang organs nito sa dalawang sanggol at isa pang pasyente",Fake
"Larawan ng isang amang bumibili ng sapatos para sa anak na ilang taong pinag-ipunan, viral sa social media",Fake
"Pari na Nanalo ng Php25k sa Raffle, Ibinahagi ang Napanalunan sa mga Kapos-Palad na Bantay sa Ospital",Fake
Babae nagalit matapos hindi mapagbigyan sa hiling na ideliver mismo sa kanya ang mga ayuda,Fake
3 years old na bata nag-online shopping ng laruan na umaabot sa halagang 4k sa Shopee,Fake
" Lalaki, 11 years na itinago ang kasintahan sa kanyang kwarto",Fake
"“RISA IBALIK DAPAT PERA NG PHILHEALTH BAGO NIYA ISULONG NA IBALIK ANG PEOPLE POWER, RISA NAPAHIYA !”",Fake
"Dahil sa Failed 711 Story, Mga Kaibigan at Kakampi ni Rosales sa 'Dacera Case' noon, Kalaban niya na Ngayon? ",Fake
"Lolo, tumira sa lansangan matapos hindi naabutan sa bahay ang asawang umuwi ng Bicol",Fake
 Kilalanin ang mga Filipino male celebrities na may pinakamaraming anak,Fake
"Magbarkadang nambulabog sa isang 5-star Hotel, trending matapos kuyugin ng mga guests",Fake
"Ito na pala ang buhay ni Gio Alvarez ngayon, ang dating sikat na aktor na iniwan ang pag-arte",Fake
" Larawan ng mag-inang masayang naglalaro sa gilid ng kalsada, inantig ang puso ng mga netizens",Fake
"Ruffa, may bagong pasaring: “Piliin mo pa rin ang ngitian sila sa kabila ng paninira nila...”",Fake
Vlogger na pinatutsadahan ni Mura naglabas ng saloobin: 'Matutong magpasalamat at 'wag manumbat' ,Fake
"Ina ni Whamos nanghingi ng pampustiso, binigyan ng 12 libong piso matapos mag-bato bato pick!",Fake
"Babaeng ikinasal sa manika, nanganak ng manika! Sino kaya ang kamukha?",Fake
