Statement,Rating
"What Americans eat is ‘almost certainly’ making them sick, experts say",Fake
"Left wing terrorists riot in New York, 3 arrested so far",Fake
"Top secret, confidential documents found at Penn Biden Center included info on Ukraine, Iran",Fake
Tulsi Gabbard says Biden and Democrats share same ‘core principles’ as Hitler,Fake
Federal Reserve Bank To Launch Phase One of CBDC In July,Fake
"Republicans lead with 306,295 more votes than the Democrats so far in Florida",Fake
"Some US meat products have been tainted with mRNA vaccines for YEARS, warns Dr. Mercola",Fake
Bill Gates Arrest Warrant Issued in Philippines For ‘Premeditated Murder’ Linked To Vaccine Roll Out,Fake
UK Newspaper Calls For The Arrest Of Covid Lockdown Health Secretary Matt Hancock,Fake
Pentagon ‘Refuses To Rule Out Possibility Of Aliens’ After US Downs Third UFO,Fake
Violence Erupts Across France As Top Court Upholds Macron’s Pension Reform,Fake
Mom sues D.C. doctor who gave her children covid “vaccines” without consent,Fake
Farmers near East Palestine worry about train derailment contamination as growing season approaches,Fake
Trial lawyer Kristin Olson: 1 in 3 homicides in Portland are committed by and against the homeless,Fake
Soros-Attorney Alvin Bragg Asks Judge To Impose ‘Gag Order’ on Trump so He Can’t Defend Himself in Public,Fake
17 Kids Die After Peanut Butter Sandwich Brought Into Kindergarten Classroom,Fake
Study: Consistent intermittent fasting can cause remission in over 50% of patients with Type 2 diabetes,Fake
Hilary Clinton Leaks Classified Info about Extra Terrestrials,Fake
Zelensky lectures Americans: you ‘Will Lose Leadership Position In The World’ if you don’t give us more aide,Fake
Chinese City Of 13 Million Warned Of Lockdown Return Over Flu Outbreaks,Fake
“Gender fluid” luggage thief Sam Brinton claims “financial difficulties” in Minnesota court case,Fake
Cathy Areu – former Fox News liberal sherpa arrested  on charges she kidnapped and financially exploited elderly mother,Fake
"Kyrsten Sinema ditches the Democrat party, registers as independent",Fake
"Man in India contracts SILVER LEAF, a fungal disease that normally infects trees and has NEVER previously been reported in humans",Fake
Humans are now being pushed to consume fake meat products made from the same cultured cells used in vaccines,Fake
Cars To Be Banned by 2030 Under WEF 15 Minute City Plans: ‘Travel Is Not a Human Right’,Fake
718% profit from largest US egg producer sparks calls to BREAK UP Big Ag,Fake
Right Now with Ann Vandersteel: Josh Barnett optimistic about Arizona election recall – Brighteon.TV,Fake
FBI thugs harass New York woman for criticizing Pfizer on Twitter,Fake
"Mark Zuckerberg announces plan to cut 10,000 Meta employees in the next 2 months",Fake
Attorney with left-wing group arrested on domestic terrorism charges for attacking police compound near Atlanta,Fake
Shocking Photos Surface Of Miley Cyrus With Her Clothes On,Fake
People are being connected to ‘the cloud’ with this new technology being employed at huge scales without our knowledge or consent,Fake
SFSU responds to alleged assault on Riley Gaines . . . by praising the protesters,Fake
WEF Insider Admits Silicon Valley Bank Crash Is a ‘Great Reset Scam’,Fake
"WHO turns on China, says Beijing hid crucial data on covid’s origins for three years",Fake
WEF Hires Fuel Cars To Drive Elites Around Davos: “Electric Cars Are Unreliable”,Fake
"Denver, Colorado Opens “Pot Palladium” The First Marijuana Friendly Movie Theater",Fake
Angry French protesters shift focus from pension fiasco to Macron himself – “do you know the guillotine?”,Fake
President Obama Arrested For Drunk Driving Returning From New Year’s Eve Party,Fake
Pharma-controlled media blasts Woody Harrelson for telling the truth about vaccines on SNL,Fake
"U.S. Government Says You Can Buy Alcohol, Cigarettes With Food Stamps Starting 2017",Fake
What really happened with the Hunter Biden laptop Twitter suppression to be released on Twitter in an hour,Fake
Marianne Williamson Accuses DNC Of “Rigging” The System For Biden,Fake
Hillary Tells Foreign Media She ‘Could Do The Job’ In 2024: ‘Trump Cannot Be Re-elected’,Fake
Betty White To Star In ‘Golden Girls’ Reboot on CBS,Fake
"DNA Test Confirms Postman Has Over 1,300 Illegitimate Children",Fake
Sha’kyra Aughtry an angel in an otherwise hellish week and year in Buffalo,Fake
Facebook scrubs Anthony McRae’s page,Fake
Woman Claims She Became Pregnant By Drinking Red Bull,Fake
Netflix Buys Illegal Torrent Downloading Website The Pirate Bay,Fake
Stinky! Washed up Hollywood hack Bette Midler brags about bathing once a month,Fake
Woke Oscars rejects Zelensky apperance because he appeared already at Grammys and Golden Globes,Fake
Disney Sponsors Pride Event Featuring Trans Prostitute Offering Sexual Favors in Bathroom,Fake
Are Democrats throwing Biden under the bus for Michelle Obama in 2024?,Fake
CONFIRMED: Hillary Wore Secret Ear-Piece During Debate,Fake
Nashville lawmaker says Audrey Hale manifesto will NEVER be fully released,Fake
Joy Behar: Arrest Trump This Week Or Else ‘We Will No Longer Have a Country’,Fake
"Jaw-dropping video proves Signature Bank was a WOKE institution run by clowns focused on left-wing culture, not profits and risks",Fake
Teardrop Memorial: New Jersey Monument For the Victims of 9/11,Fake
Saudi Arabia joins others in OPEC to cut oil production in latest slap in the face to Joe Biden,Fake
TikTok will now censor content that questions global warming dogma,Fake
Trump Vows To Stop Globalist Coup and Avert World War III in America,Fake
President Trump Has Invited O.J. Simpson To Visit The White House Upon His Release – You Won’t Believe Why!,Fake
"Cheez-It Crackers Contain Highly Addictive Additive, Many Are Boycotting Product",Fake
Woman Crushed To Death While Having Sex With Horse,Fake
WEF: Americans Must Be Stripped of First Amendment Rights “For Their Own Good”,Fake
Toxic wastewater from East Palestine dumped in Texas; locals furious,Fake
Teen Arrested For Threatening To Kill Parents After They Confiscate His Marijuana,Fake
"Biden shot down $12  Northern Illinois Bottlecap Balloon Brigade (balloon) with $400,000 missile (and missed once)",Fake
Scientists Discover Second Sun Approaching Earth At A Rapid Pace – [Raw Video],Fake
Helping Russia In Ukraine War Would Be A “Historic Mistake” NATO Chief Warns China,Fake
Death Row Inmate Requests Olive Garden’s Never Ending Pasta Bowl For Last Meal,Fake
Existing home prices in the US fall for the first time in 11 years,Fake
San Francisco perv and state Senator Scott Wiener triggered by the term “groomer”,Fake
Recount only changes four votes – Lauren Boebert wins CO03,Fake
How Much “Human Meat” Is Really Found In McDonald’s Hamburgers?,Fake
Bye Felicia! NPR announces they are officially quitting Twitter,Fake
"‘Hero’ Ukrainian ‘volunteer’ soldier promoted by Trump-hating Adam Kinzinger, far-left MSNBC contributor, turns out to be a fraud",Fake
Chinese spy balloon successfully gathered US military data and transmitted it back to CCP,Fake
Thousands of flights canceled and delayed as massive winter storm engulfs America,Fake
Even MSNBC hack Katty Kay’s kids don’t want to take the jab,Fake
Hack reporter Bob Woodward triggered that other reporters fell for the phony dossier,Fake
Swiss defend $17BN AT1 bond wipeout in Credit Suisse deal as furious creditors including David Tepper vow to sue Switzerland,Fake
Man Who Died In Haunted House Not Discovered For Weeks – Everyone Thought He Was ‘Very Realistic Prop’,Fake
Pregnant Mother Of Three Dies After Suffering Sudden Cardiac Arrest,Fake
British Politicians Urge Police To Add  ‘Unvaccinated People’ To Terrorism Watchlist,Fake
"Washington Post final prediction: 246 GOP House seats, 54 Senate seats",Fake
World Health Organization: A public-health technocracy,Fake
"Biden refuses to address harrowing Nashville shooting in live report, blabs about ice cream and kids instead",Fake
A ‘Bird Flu’ Narrative Is Being Established By The Ruling Class,Fake
‘Long COVID’ Is Actually Mask Induced Exhaustion Syndrome (MIES) – Study,Fake
Sen. Hawley Introduces ‘PELOSI Act’ to Ban Congress From Trading Stocks,Fake
New Thrill Of Shooting Air Into Rectum With Bike Pump Kills Hundreds of Teens,Fake
Oh no! CBS (seeBS) pausing their activity on Twitter “in light of the uncertainty.. and out of an abundance of caution”,Fake
BREAKING: Donald Trump Secretly Hired Illegal Immigrants To Start Building Border Wall,Fake
"EPA Accidentally Turns Colorado River Orange With Pollution, Putting Our Drinking Water At Risk",Fake
"New Poll Shows People Trust Flint, MI Tap Water More Than They Trust President Trump",Fake
"Everything Home: Michele Swinick renews call for probe on AZ corruption, election fraud – Brighteon.TV",Fake
Top 7 reasons mRNA COVID JABS are much more DEADLY than any other “vaccine” ever created,Fake
Big banks offer First Republic a $30 billion lifeline to prevent imminent collapse,Fake
"Jill Biden at World Series in Philadelphia, but no announcement over the PA system (so she doesn’t get booed)",Fake
Woman Arrested On Bestiality Charges Says ‘No Man Could Satisfy’ Her,Fake
Insurrection at  Tennessee State Capitol in Nashville by left wing terrorists,Fake
Lee Zeldin has taken a lead against Kathy Hochul in New York Governor Race,Fake
Illegals pose as migrant children to get expedited access across U.S. border,Fake
"German reserve force only exists on paper, lacks proper equipment and training",Fake
"Meek Mill Challenges Drake to Boxing Match, Winner Gets Nicki Minaj",Fake
Intelligence chief warns: China is weaponizing supply chain dominance,Fake
Church Of England Creates Fund To ‘Address Past Wrongs of Slavery’,Fake
Trump delivered truckloads of water to the citizens of East Palestine.  Biden still ignoring,Fake
"Anheuser-Busch affiliate, whose primary sales is Bud Light says no one is buying it anymore, may not be able to feed family",Fake
Many NHS Hospitals Still Using Outdated Covid Restrictions To Stop Patients Seeing Loved Ones,Fake
China Mitch McConnell whines about Tucker Carlson releasing January 6th videos,Fake
NPR calls the backlash over not wanting to eat bugs a ‘conspiracy’,Fake
Arkansas Man Arrested For “Pimping Beavers” On Craigslist Out Of Dirty Motel,Fake
Home defense tips: 7 Ways to protect your garden from looters and intruders,Fake
Seymour Hersh: West Knows Weapons Sent To Ukraine Are Ending Up On The Black Market,Fake
Woman Arrested In Walmart For Trying On Tampons In the Feminine Care Aisle,Fake
Expert predicts early demise of European Green Deal,Fake
Mother Smokes 60 Cigarettes A Day Claiming It Will Strengthen Her Baby’s Lungs,Fake
Elderly Woman Caught Using Cat Meat In Meals Prepared For Church Potluck,Fake
San Francisco State offers counseling to left wing thugs who attacked Riley Gaines,Fake
"Bankruptcy filings in U.S. surge at fastest pace since 2009 as Bidenflation continues to ravage Americans, businesses",Fake
WTF? Candace Owens wants to help American-anthem hating Brittney Griner,Fake
Facebook Launches New ‘Choose Your Drama Level’ For Newsfeed,Fake
Canada: Father punched in the face and beaten at pro-trans rally: Police refused to do anything,Fake
Nikki Haley speaks before nearly empty room at CPAC,Fake
Mother Arrested For Raping Her 2 Year Old Son With A...,Fake
Ronda Rousey Knocks Out Bethe Correia In 34 Seconds At UFC 190,Fake
Minnesota pass bill making it “transgender refuge state”,Fake
Amid Chemical Stench EPA Chief Tells East Palestine Residents To ‘Trust The Government’,Fake
Looks like Ron DeSantis will run for president in 2024,Fake
"Nearly 1,000 People Have Gone Missing After Last Weekend’s Mysterious ‘Flying Object’ Seen Throughout East Coast",Fake
Anheuser Busch CEO Brendan Whitworth releases clumsy  statement on Dylan Mulvaney fiasco,Fake
Big suprise (NOT!) media darling Zelensky named Time’s “Person of the Year”,Fake
Even the National Weather Service is on the #TransDayOfVisibility bandwagon,Fake
Caitlyn Jenner Discusses Her Desire To Transition Into A Black Woman,Fake
Bill Murray Says He Defecated On Hillary Clinton’s Limousine,Fake
"More Than 18,000 Cows Killed In Massive Dairy Farm Explosion In Texas",Fake
UNLV football player Ryan Keeler dies suddenly (20 years old),Fake
Parents Arrested After It Was Found They Had Been Tattooing Their Infant,Fake
"Two More Trains Derail In Texas & South Carolina, One Carrying ‘Hazardous Materials’",Fake
Why was the woman holding the folded American flag forced to wear a mask?,Fake
Trans Swimmer Lia Thomas Exposed His Junk to ‘Terrified’ Female Teammates,Fake
"Illegal Immigrants Bringing Diseases Like Measles, But That Isn’t The Worst Of It",Fake
Trudeau government in Canada is sponsoring Drag Summer Camp — a summer camp for children ages 7 to 11 to become drag queens,Fake
Prehistoric Owl Successfully Cloned In Brazil – Plucks Out Scientists Eyeballs In Attack,Fake
Biden Preparing ‘Army’ of Social Media Influencers To ‘Purge The Internet of Conspiracy Theories’,Fake
World Faces Shortage Of Key Food Staple – Rice,Fake
"As public trust wanes, FDA pledges to ‘save lives’ by policing online content",Fake
